reviewcontent,reviewtype,topcritic,rottentomatoeslink,movietitle,movieinfo,genres,productioncompany
"Easily the most powerful, compelling, devastating, and just plain blunt film about slavery ever made, Steve McQueen's adaptation of Solomon Northup's 1853 memoir, 12 Years a Slave is a raw and searing indictment.",Fresh,False,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
"Unflinching, excruciating direction from McQueen; arresting and affective performances from Chiwetel Ejiofor, Lupita Nyong'o & Michael Fassbender; John Ridley's adaption of this shamefully true story is epic; 12 Years a Slave is extraordinary.",Fresh,False,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
"Short of actual time travel, 12 Years a Slave is, to date, our best opportunity to bear witness to our inescapable history.",Fresh,False,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
Stands a good chance of ending up the definitive American film about slavery.,Fresh,False,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
"The direction from Steve McQueen is visceral, the script from John Ridley doesn't waste a word, and the performances are, without exception, brilliant.",Fresh,False,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
I find [McQueen] extraordinary and I thought also what it was really about was the concept of man as a chattel.,Fresh,False,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
One of the finest historical movies ever made.,Fresh,True,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
"It seems certain to transcend the movie realm and become a new reference point in contemporary culture-a defining vision of what slavery looked like, and felt like, in the U.S. before the Civil War.",Fresh,True,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
The film of the decade.,Fresh,False,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
"... [director Steve McQueen] has created one of the most terrifying, brutal and emotional stories about a time that in the United States (almost) everyone seems to want to forget... [Full review in Spanish]",Fresh,False,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
"While Nature/Fate/God can perform apparent wickedness without conscience, neither hold a candle to man.",Fresh,False,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
"Like Steven Spielberg's LINCOLN from last year, and for which this is a good companion piece, this film is required viewing to understand the United States as it was",Fresh,False,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
The film offers a formidable indictment of the cruelty of which human beings are capable.,Fresh,True,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
"12 Years a Slave is not easy to watch, but it is perfectly constructed to present a sense of time and place, to show rather than tell the evil of it.",Fresh,False,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
"Yes, we've all been enlightened unto the depletive hell that was the era of American slavery. But perhaps never, at least through cinema, have we been placed so vividly among the human beings who suffered through it.",Fresh,False,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
"Stark, visceral and unrelenting, 12 Years a Slave is not just a great film but a necessary one.",Fresh,True,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
"The closest comparison is Schindler's List, with its immersion into historical tragedy, bringing the unspeakable to discussion. But make no mistake. There hasn't been a movie like this, which is Hollywood's shame. Miss it, and that mistake is yours.",Fresh,False,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
"""The American South's """"peculiar institution"""" has",Fresh,False,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
"It's smashingly effective as melodrama. But McQueen's directorial voice-cold, stark, deterministic-keeps it from attaining the kind of grace that marks the voice of a true film artist.",Fresh,True,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
"""""""12 Years a Slave"""" lays out an institution so twisted and wrong that its honest portrayal has been avoided for centuries. Yes",Fresh,True,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
"""""""12 Years a Slave"""" is essential because its raw impact is unrivaled.""",Fresh,False,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
"A flat-out masterpiece, a magnificent, uncompromising and emotionally devastating slavery drama with a superb script, stunning direction and an extraordinary central performance from Chiwetel Ejiofor.",Fresh,False,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
"Good, but not as great as it should have been.",Fresh,False,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
"In his typically visceral way, McQueen rips the scab off a wound that may never fully heal and dares us to look away.",Fresh,False,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
"The whole film breathes with reality, even while the bayou landscapes are infernalised, surrealised, by a terrible beauty of vision.",Fresh,True,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
Screenwriter John Ridley takes a story that's episodic in nature and crafts a narrative that manages to build in intensity and emotion for over two hours.,Fresh,False,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
"""A blood-drenched portrayal of what has been called """"the peculiar institution",Fresh,False,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
"Some might dread its violence, but in its truth in showing us the American slavery experience, 12 Years a Slave is glorious in its brutality. It's required viewing for all Americans and a vital universal lesson about man's inhumanity to man.",Fresh,False,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
"There are horrors aplenty in Steve McQueen's blistering, cold-eyed epic of slavery.",Fresh,False,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
"12 Years a Slave is possibly the best horror film of the year, but it's a disappointing drama.",Fresh,False,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
"Exquisitely built, so expertly acted and so fearlessly directed.",Fresh,False,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
"Much of it is difficult to watch, but '12 Years a Slave' is that rare film that's both important in its message and a darned good film all the same.",Fresh,False,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
"Watching this brutal kidnapping and torture, it is impossible not to be similarly haunted by US atrocities today that continue under a sinister cloak of legality. From Abu Ghraib and Guantanamo, to the disappeared into secret US prisons around the world.",Fresh,False,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
The extraordinary 12 Years a Slave thrusts its lead character (Chiwetel Ejiofor) and the audience into slavery's moral and psychological morass more fully and directly than any movie before it.,Fresh,False,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
There is a reason that Slave has topped the best of list of 25 major film critics and won the Golden Globe for Best Picture. Miss it at your own loss.,Fresh,False,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
British director Steve McQueen and American screenwriter John Ridley adapt Solomon Northup's meticulous slave narrative into a masterpiece of clear-eyed historical drama.,Fresh,False,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
"McQueen approaches the narrative straight on and sober, with long, long takes bearing the weight of cruelty.",Fresh,False,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
It's the nobility of this remarkable film that pierces the soul.,Fresh,True,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
A masterful achievement and a must-see for adults. This movie is undeniably strong stuff that illustrates all too well how our slave history remains the most American horror story of all.,Fresh,False,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
"12 Years is beautifully filmed, with a keen eye toward the conflation of beauty and horror.",Fresh,False,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
"The film is exactly the sort of thing we mean when we talk about the arts reflecting, ennobling, and strengthening a culture.",Fresh,False,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
"It's not too soon to call 12 Years a Slave a great film-ruined, tremulously sad, surreal in its evil.",Fresh,True,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
"Apart from caricatures-as-characters reasons, the cinematography in '12 Years a Slave' is over-prettified and distracting.",Rotten,False,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
"If 12 Years a Slave sounds like a brutal viewing experience then you'd be right, but in eschewing sentimentality and striving for honesty in the storytelling it is also a powerful, essential drama.",Fresh,False,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
A definite must see and a film that is and should be rewarded for the work of its' director and actors bravery in making it. It will haunt you for days afterwards and ponder the cost of slavery both past and present on us all.,Fresh,False,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
I already feel like I have to defend myself for saying it's just good.,Fresh,False,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
This harrowing story of the worst of humanity is deceptively simple and straightforward. 12 Years a Slave is an essential film for all to see.,Fresh,False,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
"Whilst 12 Years may lack the grandiose scale of Amistad, McQueen's ability to extract tension and provide insight into the evil nature of men during a dark period in America's history, makes for compelling viewing.",Fresh,False,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
"McQueen has used this near-documentary style of filming before, but this is the first time it's seemed essential to his story.",Fresh,False,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
"The cumulative emotional effect is devastating: the final scenes are as angry, as memorable, as overwhelming as anything modern cinema has to offer.",Fresh,True,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
"Capturing the harsh realities of the era, the film is extremely powerful and should be considered essential viewing for everyone.",Fresh,False,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
"In its portrayal of violence and spectatorship, it stays in the mind.",Fresh,False,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
"There are powerful moments in 12 Years a Slave, but they tend to happen on the margins of the action.",Rotten,False,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
