,movieinfo_rottentomatoeslink_movietitle,reviewtype,topcritic,productioncompany,genres,reviewcontent,manual_labels
4123,"movieinfo: After the high-flying stoners (Kal Penn, John Cho) try to smuggle a bong aboard a flight to Amsterdam, the two find themselves in jail on charges of terrorism. After making an amazing escape, Harold and Kumar flee to Texas by way of Florida, where they hope to convince Harold's well-connected friend (Eric Winter) to help them out of their predicament. The problem is, Harold's pal is about to marry Kumar's ex-sweetie (Danneel Harris).rottentomatoeslink: m/harold_and_kumar_2movietitle: Harold & Kumar Escape from Guantanamo Bay",productioncompany: Warner Bros. Pictures,genres: Comedy,reviewtype: Rotten,topcritic: True,"reviewcontent: I didn't laugh anywhere near as much at this far less fresh sequel - which is broader, more vulgar, more scattershot, more overtly political and a lot less funny than it sounds on paper.",NO
5967,"movieinfo: Christian Wolff (Ben Affleck) is a mathematics savant with more affinity for numbers than people. Using a small-town CPA office as a cover, he makes his living as a freelance accountant for dangerous criminal organizations. With a Treasury agent (J.K. Simmons) hot on his heels, Christian takes on a state-of-the-art robotics company as a legitimate client. As Wolff gets closer to the truth about a discrepancy that involves millions of dollars, the body count starts to rise.rottentomatoeslink: m/the_accountant_2016movietitle: The Accountant",productioncompany: Warner Bros. Pictures,genres: Drama,reviewtype: Fresh,topcritic: False,reviewcontent: You'll enjoy it - count on it.,NO
326,"movieinfo: ""From acclaimed director Chris Nolan (""""Memento"""") comes the story of a veteran police detective (Al Pacino) who is sent to a small Alaskan town to investigate the murder of a teenage girl. Forced into a psychological game of cat-and-mouse by the primary suspect (Robin Williams)rottentomatoeslink: m/1114154-insomniamovietitle: Insomnia",productioncompany: Warner Bros. Pictures,"genres: Drama, Mystery & Suspense",reviewtype: Fresh,topcritic: False,reviewcontent: Pacino can't be accused of sleepwalking through Christopher Nolan's brilliant Insomnia.,NO
9112,"movieinfo: In the late 1980s, Anthony Swofford (Jake Gyllenhaal) enlists as a Marine, training in boot camp under a sadistic drill instructor. Swofford undertakes a sniper course headed by Staff Sgt. Sykes (Jamie Foxx) during this time, which is shortly before the advent of the Gulf War. When the United States becomes involved, Swofford is shipped out, along with his spotter, Alan Troy (Peter Sarsgaard). Facing uncertainty each day -- about the war and home -- the soldiers try to maintain composure.rottentomatoeslink: m/1152567-jarheadmovietitle: Jarhead",productioncompany: Universal Pictures,genres: Drama,reviewtype: Fresh,topcritic: True,reviewcontent: Gyllenhaal is the heart and soul of a darkly funny and ferociously intense movie that sets its sights on soldiers under the gun of doing nothing.,NO
10960,"movieinfo: Oskar (Thomas Horn), who lost his father (Tom Hanks) in the 9/11 attack on the World Trade Center, is convinced that his dad left a final message for him somewhere in the city. Upon finding a mysterious key in his father's closet, Oskar sets out in search of the lock it fits. Feeling disconnected from his grieving mother (Sandra Bullock) and driven by a tirelessly active mind, Oskar has a journey of discovery that takes him beyond his loss and leads to a greater understanding of the world.rottentomatoeslink: m/extremely_loud_and_incredibly_closemovietitle: Extremely Loud & Incredibly Close",productioncompany: Warner Bros. Pictures,genres: Drama,reviewtype: Rotten,topcritic: False,"reviewcontent: Oskar expounds to excess, a problem that becomes worse as time drags on and is particularly excruciating during the one-way verbal dialogues with Von Sydow",NO
1829,"movieinfo: A cutting-edge, live action/animated action adventure comedy about one white blood cell's (Chris Rock) race against the biological clock to hunt down and destroy a lethal new virus (Laurence Fishburne). Bill Murray stars as Frank, in whose body the action unfolds.rottentomatoeslink: m/osmosis_jonesmovietitle: Osmosis Jones",productioncompany: Warner Bros. Pictures,genres: Comedy,reviewtype: Fresh,topcritic: False,"reviewcontent: Tough to swallow, but goes down easy.",NO
2693,"movieinfo: A young girl when she first visited magical Underland, Alice Kingsleigh (Mia Wasikowska) is now a teenager with no memory of the place -- except in her dreams. Her life takes a turn for the unexpected when, at a garden party for her fiance and herself, she spots a certain white rabbit and tumbles down a hole after him. Reunited with her friends the Mad Hatter (Johnny Depp), the Cheshire Cat and others, Alice learns it is her destiny to end the Red Queen's (Helena Bonham Carter) reign of terror.rottentomatoeslink: m/1221547-alice_in_wonderlandmovietitle: Alice in Wonderland","genres: Animation, Classics, Comedy, Kids & Family, Science Fiction & Fantasy",productioncompany: Film Chest,reviewtype: Fresh,topcritic: False,"reviewcontent: For better or for worse, it's Burton's imagination that keeps the proceedings lively, even if its' not as blatantly humorous as we'd like.",YES
43,"movieinfo: ""A group of misguided animal rights activists free a caged chimp infected with the """"Rage"""" virus from a medical research lab. When London bike courier Jim (Cillian Murphy) wakes up from a coma a month afterrottentomatoeslink: m/28_days_latermovietitle: 28 Days Later",productioncompany: Fox Searchlight Pictures,"genres: Horror, Science Fiction & Fantasy",reviewtype: Fresh,topcritic: False,reviewcontent: A very frustrating watch as 28 Days Later... could have been a great film and the first half is just that. It is a shame about the rest.,NO
8468,"movieinfo: In 1970, Marshall University and the small town of Huntington, W.Va., reel when a plane crash claims the lives of 75 of the school's football players, staff members and boosters. New coach Jack Lengyel (Matthew McConaughey) arrives on the scene in March 1971, determined to rebuild Marshall's Thundering Herd and heal a grieving community in the process.rottentomatoeslink: m/we_are_marshallmovietitle: We Are Marshall",productioncompany: Warner Bros. Pictures,reviewtype: Fresh,topcritic: False,genres: Drama,"reviewcontent: This sense of triumph, more palpable because it's true, should touch even the crustiest of cynics.",YES
2544,movieinfo: A transgender singer faces scorn and discrimination after the sudden death of her older boyfriend.rottentomatoeslink: m/a_fantastic_womanmovietitle: A Fantastic Woman (Una mujer fantástica),productioncompany: Sony Pictures Classics,"genres: Art House & International, Drama",reviewtype: Fresh,topcritic: False,reviewcontent: This fantastic Chilean woman very much lives up to the film's title.,NO
7999,"movieinfo: Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.rottentomatoeslink: m/lucky_youmovietitle: Lucky You",productioncompany: Warner Bros. Pictures,reviewtype: Rotten,topcritic: True,genres: Drama,"reviewcontent: Dispassionate and dull despite some strong performances, Lucky You just feels played out.",NO
287,"movieinfo: ""From acclaimed director Chris Nolan (""""Memento"""") comes the story of a veteran police detective (Al Pacino) who is sent to a small Alaskan town to investigate the murder of a teenage girl. Forced into a psychological game of cat-and-mouse by the primary suspect (Robin Williams)rottentomatoeslink: m/1114154-insomniamovietitle: Insomnia",productioncompany: Warner Bros. Pictures,"genres: Drama, Mystery & Suspense",reviewtype: Fresh,topcritic: False,reviewcontent: Held together by Al Pacino's Oscar-worthy performance.,NO
11442,"movieinfo: Recently divorced mom Lauren (Drew Barrymore) and widowed dad Jim (Adam Sandler) let their friends push them into a blind date, which goes disastrously wrong. Unsurprisingly, neither wants to see the other ever again. However, fate intervenes when both Jim and Lauren, unbeknown to each other, purchase one-half of the same vacation package at a South African resort; they and their children are forced to share the same suite and participate in a slew of family activities together.rottentomatoeslink: m/blendedmovietitle: Blended",productioncompany: Warner Bros. Pictures,reviewtype: Rotten,genres: Comedy,topcritic: False,"reviewcontent: Buried within the steaming pile that is Blended - Sandler's latest dump into theatres as star and producer - is an actor who can nail the unassuming zinger, throw some beautiful tantrums and play sensitive characters who use humour as a defence mechanism.",NO
1914,"movieinfo: A man who delights in all things wicked, supervillain Gru (Steve Carell) hatches a plan to steal the moon. Surrounded by an army of little yellow minions and his impenetrable arsenal of weapons and war machines, Gru makes ready to vanquish all who stand in his way. But nothing in his calculations and groundwork has prepared him for his greatest challenge: three adorable orphan girls (Miranda Cosgrove, Dana Gaier, Elsie Fisher) who want to make him their dad.rottentomatoeslink: m/1214097-despicable_memovietitle: Despicable Me",productioncompany: Universal Pictures,"genres: Animation, Comedy, Kids & Family",reviewtype: Fresh,topcritic: False,"reviewcontent: A combo of derivative, innovative and kooky. It's colourful and bright with larger than life characters and a techno-themed plot that counters themes about self-esteem, family and belonging",YES
11833,"movieinfo: Six months after the original epidemic, the rage virus has all but annihilated the population of the British Isles. Nevertheless the U.S. Army declares the danger past, and American soldiers arrive to restore order and begin reconstruction. Refugees return to British soil, but one of them carries a deadly secret: The virus is not gone and is even more dangerous than before.rottentomatoeslink: m/28_weeks_latermovietitle: 28 Weeks Later...",productioncompany: Fox Atomic,reviewtype: Fresh,"genres: Horror, Mystery & Suspense, Science Fiction & Fantasy",topcritic: True,"reviewcontent: 28 Weeks Later doesn't just recycle the premise, apocalyptic mood and insane violence of the original: It adds thematic layers to its zombie milieu, deepening the scares while justifying the sequel's existence.",NO
10360,"movieinfo: New York City cop John McClane (Bruce Willis) arrives in Moscow to track down his estranged son, Jack (Jai Courtney). McClane thinks his son is a criminal, so it comes as a shock when he learns that Jack is actually working undercover to protect Komarov (Sebastian Koch), a Russian government whistleblower. With their own lives on the line, McClane and Jack must overcome their differences in order to get Komarov to safety and thwart a potentially disastrous crime in the Chernobyl region.rottentomatoeslink: m/a_good_day_to_die_hardmovietitle: A Good Day To Die Hard",productioncompany: 20th Century Fox,genres: Action & Adventure,reviewtype: Rotten,topcritic: False,reviewcontent: John McClean goes to Chernobyl. That's where we're at. Chernobyl.,NO
5445,"movieinfo: Brought together on a mysterious planet, a mercenary (Adrien Brody) and a group of coldblooded killers now become the prey. A new breed of aliens pursues the ragtag humans through dense jungle. The group must work together to survive, or become the latest trophies of the fearsome intergalactic hunters.rottentomatoeslink: m/10012256-predatorsmovietitle: Predators",productioncompany: 20th Century Fox,"genres: Action & Adventure, Horror, Science Fiction & Fantasy",reviewtype: Fresh,topcritic: False,"reviewcontent: A faithful, respectful hat tip to a franchise loved the world over.",NO
2100,"movieinfo: A man who delights in all things wicked, supervillain Gru (Steve Carell) hatches a plan to steal the moon. Surrounded by an army of little yellow minions and his impenetrable arsenal of weapons and war machines, Gru makes ready to vanquish all who stand in his way. But nothing in his calculations and groundwork has prepared him for his greatest challenge: three adorable orphan girls (Miranda Cosgrove, Dana Gaier, Elsie Fisher) who want to make him their dad.rottentomatoeslink: m/1214097-despicable_memovietitle: Despicable Me",productioncompany: Universal Pictures,"genres: Animation, Comedy, Kids & Family",reviewtype: Rotten,topcritic: False,reviewcontent: You get the feeling that a darker and more clever Despicable Me may have existed at some point before the studio defaulted to the safe side.,YES
10378,"movieinfo: New York City cop John McClane (Bruce Willis) arrives in Moscow to track down his estranged son, Jack (Jai Courtney). McClane thinks his son is a criminal, so it comes as a shock when he learns that Jack is actually working undercover to protect Komarov (Sebastian Koch), a Russian government whistleblower. With their own lives on the line, McClane and Jack must overcome their differences in order to get Komarov to safety and thwart a potentially disastrous crime in the Chernobyl region.rottentomatoeslink: m/a_good_day_to_die_hardmovietitle: A Good Day To Die Hard",productioncompany: 20th Century Fox,genres: Action & Adventure,reviewtype: Rotten,topcritic: False,"reviewcontent: So completely empty, so devoid of any story, character, or acting ability, that the few moments when the frantic pace slows down enough to let the characters talk, are painful.",NO
4058,"movieinfo: After the high-flying stoners (Kal Penn, John Cho) try to smuggle a bong aboard a flight to Amsterdam, the two find themselves in jail on charges of terrorism. After making an amazing escape, Harold and Kumar flee to Texas by way of Florida, where they hope to convince Harold's well-connected friend (Eric Winter) to help them out of their predicament. The problem is, Harold's pal is about to marry Kumar's ex-sweetie (Danneel Harris).rottentomatoeslink: m/harold_and_kumar_2movietitle: Harold & Kumar Escape from Guantanamo Bay",productioncompany: Warner Bros. Pictures,genres: Comedy,reviewtype: Fresh,topcritic: True,reviewcontent: Harold & Kumar Escape From Guantanamo Bay embraces America's capacity for decency and kindness. The possibility that we could actually be that great country isn't just a pipe dream. Only sometimes you need a pipe to truly believe in it.,NO
8335,"movieinfo: In 1946, Branch Rickey (Harrison Ford), legendary manager of the Brooklyn Dodgers, defies major league baseball's notorious color barrier by signing Jackie Robinson (Chadwick Boseman) to the team. The heroic act puts both Rickey and Robinson in the firing line of the public, the press and other players. Facing open racism from all sides, Robinson demonstrates true courage and admirable restraint by not reacting in kind and lets his undeniable talent silence the critics for him.rottentomatoeslink: m/42_2013movietitle: 42",productioncompany: Warner Bros. Pictures,genres: Drama,reviewtype: Fresh,topcritic: False,"reviewcontent: The movie is a home run, and Ford is a grand ham.",NO
10127,"movieinfo: Mia Hall (Chloë Grace Moretz), a talented young cellist, thought the most difficult decision she would ever have to make would be whether to pursue her musical dreams at prestigious Juilliard or follow her heart to be with the love of her life, Adam (Jamie Blackley), a rock singer/guitarist. However, a car wreck changes everything in an instant, and now Mia's life hangs in the balance. Suspended between life and death, Mia faces a choice that will decide her future.rottentomatoeslink: m/if_i_staymovietitle: If I Stay",productioncompany: Warner Bros. Pictures,reviewtype: Fresh,topcritic: False,genres: Drama,"reviewcontent: It sounds mawkish as hell, but director RJ Cutler reads his target teen audience well, crediting them with more intelligence and resilience than one might expect.",NO
10168,"movieinfo: Mia Hall (Chloë Grace Moretz), a talented young cellist, thought the most difficult decision she would ever have to make would be whether to pursue her musical dreams at prestigious Juilliard or follow her heart to be with the love of her life, Adam (Jamie Blackley), a rock singer/guitarist. However, a car wreck changes everything in an instant, and now Mia's life hangs in the balance. Suspended between life and death, Mia faces a choice that will decide her future.rottentomatoeslink: m/if_i_staymovietitle: If I Stay",productioncompany: Warner Bros. Pictures,reviewtype: Rotten,topcritic: False,genres: Drama,"reviewcontent: Even with the supernatural elements, If I Stay is never particularly compelling.",NO
3515,"movieinfo: After graduating from Harvard, Bryan Stevenson heads to Alabama to defend those wrongly condemned or those not afforded proper representation. One of his first cases is that of Walter McMillian, who is sentenced to die in 1987 for the murder of an 18-year-old girl, despite evidence proving his innocence. In the years that follow, Stevenson encounters racism and legal and political maneuverings as he tirelessly fights for McMillian's life.rottentomatoeslink: m/just_mercymovietitle: Just Mercy",productioncompany: Warner Bros. Pictures,genres: Drama,reviewtype: Fresh,topcritic: False,"reviewcontent: Just Mercy may hit a lot of the familiar beats of a based on a true story legal drama, but the performances by Michael B. Jordan, Jamie Foxx, and Rob Morgan more than make up for its flaws.",NO
12756,"movieinfo: Though London awaits the joyful arrival of Christmas, miserly Ebenezer Scrooge (Jim Carrey) thinks it's all humbug, berating his faithful clerk and cheerful nephew for their view. Later, Scrooge encounters the ghost of his late business partner, who warns that three spirits will visit him this night. The ghosts take Scrooge on a journey through his past, present and future in the hope of transforming his bitterness.rottentomatoeslink: m/10008502-christmas_carolmovietitle: Disney's A Christmas Carol","genres: Animation, Drama, Kids & Family, Science Fiction & Fantasy",productioncompany: Walt Disney Studios,reviewtype: Fresh,topcritic: False,reviewcontent: There are already so many great adaptions of the classic Dickens story %u2013 this one adds nothing but CGI and gimmicky 3D effects.,YES
14783,"movieinfo: Writer-director Paul Haggis interweaves several connected stories about race, class, family and gender in Los Angeles in the aftermath of 9/11. Characters include a district attorney (Brendan Fraser) and his casually prejudiced wife (Sandra Bullock), dating police detectives Graham (Don Cheadle) and Ria (Jennifer Esposito), a victimized Middle Eastern store owner and a wealthy African-American couple (Terrence Dashon Howard, Thandie Newton) humiliated by a racist traffic cop (Matt Dillon).rottentomatoeslink: m/1144992-crashmovietitle: Crash",productioncompany: Lions Gate Films,genres: Drama,reviewtype: Rotten,topcritic: False,reviewcontent: It's apt that Haggis' most recent cinematic effort concentrated on boxing; he is just as eager to pound us over the head in Crash.,NO
6511,"movieinfo: Depression-era bank robber John Dillinger's (Johnny Depp) charm and audacity endear him to much of America's downtrodden public, but he's also a thorn in the side of J. Edgar Hoover (Billy Crudup) and the fledgling FBI. Desperate to capture the elusive outlaw, Hoover makes Dillinger his first Public Enemy Number One and assigns his top agent, Melvin Purvis (Christian Bale), the task of bringing him in dead or alive.rottentomatoeslink: m/10009526-public_enemiesmovietitle: Public Enemies",productioncompany: Universal Studios,reviewtype: Fresh,topcritic: True,"genres: Action & Adventure, Drama","reviewcontent: A triumph of pure cinema, Public Enemies is one of the most visually experimental films of Mann's career.",NO
3810,"movieinfo: After surviving a car accident, Michelle (Mary Elizabeth Winstead) wakes up to find herself in an underground bunker with two men. Howard (John Goodman) tells her that a massive chemical attack has rendered the air unbreathable, and their only hope of survival is to remain inside. Despite the comforts of home, Howard's controlling and menacing nature makes Michelle want to escape. After taking matters into her own hands, the young woman finally discovers the truth about the outside world.rottentomatoeslink: m/10_cloverfield_lanemovietitle: 10 Cloverfield Lane","genres: Drama, Mystery & Suspense, Science Fiction & Fantasy",productioncompany: Bad Robot Productions,reviewtype: Fresh,topcritic: False,"reviewcontent: Smart, tense and surprisingly pared down.",NO
7942,"movieinfo: Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.rottentomatoeslink: m/lucky_youmovietitle: Lucky You",productioncompany: Warner Bros. Pictures,reviewtype: Rotten,topcritic: False,genres: Drama,reviewcontent: Barrymore finds love with a degenerate gambler and proves she cannot act. Easily ruins the movie with no chemistry with Bana.,NO
6562,"movieinfo: Disaster strikes on Aug. 5, 2010, as a copper and gold mine collapses in Chile, trapping 33 men underground. With more than 2,000 feet of rock in their way, members of a rescue team work tirelessly for 69 days to save the seemingly doomed crew. Beneath the rubble, the miners begin an epic quest to survive, contending with suffocating heat and the need for food and water. With family, friends and the rest of the world watching, it becomes a race against time and a true test of the human spirit.rottentomatoeslink: m/the_33movietitle: The 33",productioncompany: Warner Bros. Pictures,reviewtype: Fresh,topcritic: False,genres: Drama,"reviewcontent: A decent, absorbing film but it all felt more urgent and compelling when it was unfolding on a daily basis on the news.",NO
5290,"movieinfo: As their 45th wedding anniversary approaches, a woman (Charlotte Rampling) learns that her husband (Tom Courtenay) was once engaged to someone else.rottentomatoeslink: m/45_yearsmovietitle: 45 Years",productioncompany: Sundance Selects,genres: Drama,reviewtype: Fresh,topcritic: True,"reviewcontent: Haigh knows how to thread a story in a way that makes it feel deliberate and spontaneous, so that when it reaches its climax, viewers feel that it's both inevitable and utterly devastating.",NO
14893,"movieinfo: Young and quirky Louisa ""Lou"" Clark (Emilia Clarke) moves from one job to the next to help her family make ends meet. Her cheerful attitude is put to the test when she becomes a caregiver for Will Traynor (Sam Claflin), a wealthy young banker left paralyzed from an accident two years earlier. Will's cynical outlook starts to change when Louisa shows him that life is worth living. As their bond deepens, their lives and hearts change in ways neither one could have imagined.rottentomatoeslink: m/me_before_youmovietitle: Me Before You",productioncompany: Warner Bros. Pictures,reviewtype: Fresh,topcritic: False,genres: Drama,"reviewcontent: Touching but manipulative romantic drama about life, death.",NO
11001,"movieinfo: Oskar (Thomas Horn), who lost his father (Tom Hanks) in the 9/11 attack on the World Trade Center, is convinced that his dad left a final message for him somewhere in the city. Upon finding a mysterious key in his father's closet, Oskar sets out in search of the lock it fits. Feeling disconnected from his grieving mother (Sandra Bullock) and driven by a tirelessly active mind, Oskar has a journey of discovery that takes him beyond his loss and leads to a greater understanding of the world.rottentomatoeslink: m/extremely_loud_and_incredibly_closemovietitle: Extremely Loud & Incredibly Close",productioncompany: Warner Bros. Pictures,genres: Drama,reviewtype: Rotten,topcritic: True,reviewcontent: Stephen Daldry's extremely labored and incredibly crass adaptation of Jonathan Safran Foer's novel.,NO
582,"movieinfo: ""Nicolas Cage is Charlie Kaufman, a confused L.A. screenwriter overwhelmed by feelings of inadequacy, sexual frustration, self-loathing, and by the screenwriting ambitions of his freeloading twin brother Donald (Nicolas Cage). While struggling to adapt """"The Orchid Thiefrottentomatoeslink: m/1118700-adaptationmovietitle: Adaptation",productioncompany: Columbia Pictures,"genres: Comedy, Drama",reviewtype: Fresh,topcritic: False,"reviewcontent: Wise, cruelly observant of human nature and hysterically funny.",NO
11536,"movieinfo: Scott and Kate Johansen must figure out a way to earn some money after their daughter's scholarship falls through. When all else fails, the desperate couple join forces with their neighbor Frank to start an underground casino in his home. As the cash rolls in and the good times fly, Scott and Kate soon learn that they may have bitten off more than they can chew.rottentomatoeslink: m/the_house_2017movietitle: The House",productioncompany: Warner Bros. Pictures,reviewtype: Rotten,genres: Comedy,topcritic: False,"reviewcontent: We've laughed at Will Ferrell and Amy Poehler in lots of movies, but audiences will barely chuckle at their latest film, The House, a hot mess of lame jokes and weak writing.",NO
8359,"movieinfo: In 1946, Branch Rickey (Harrison Ford), legendary manager of the Brooklyn Dodgers, defies major league baseball's notorious color barrier by signing Jackie Robinson (Chadwick Boseman) to the team. The heroic act puts both Rickey and Robinson in the firing line of the public, the press and other players. Facing open racism from all sides, Robinson demonstrates true courage and admirable restraint by not reacting in kind and lets his undeniable talent silence the critics for him.rottentomatoeslink: m/42_2013movietitle: 42",productioncompany: Warner Bros. Pictures,genres: Drama,reviewtype: Fresh,topcritic: True,"reviewcontent: ""Robinson's story had so much drama in real life, and his sacrifice and pain made such a lasting influence, that """"42"""" ends up being effective in its gee-whiz way almost in spite of itself.""",NO
1911,"movieinfo: A man who delights in all things wicked, supervillain Gru (Steve Carell) hatches a plan to steal the moon. Surrounded by an army of little yellow minions and his impenetrable arsenal of weapons and war machines, Gru makes ready to vanquish all who stand in his way. But nothing in his calculations and groundwork has prepared him for his greatest challenge: three adorable orphan girls (Miranda Cosgrove, Dana Gaier, Elsie Fisher) who want to make him their dad.rottentomatoeslink: m/1214097-despicable_memovietitle: Despicable Me",productioncompany: Universal Pictures,"genres: Animation, Comedy, Kids & Family",reviewtype: Fresh,topcritic: False,"reviewcontent: ""You can feel the French sensibility ringing throughout """"Despicable Me."""" There is a cool aloofness to the proceedings that gives the film an edge and helps to make its dark humor something unique and unexpected.""",YES
3656,"movieinfo: After graduating from Harvard, Bryan Stevenson heads to Alabama to defend those wrongly condemned or those not afforded proper representation. One of his first cases is that of Walter McMillian, who is sentenced to die in 1987 for the murder of an 18-year-old girl, despite evidence proving his innocence. In the years that follow, Stevenson encounters racism and legal and political maneuverings as he tirelessly fights for McMillian's life.rottentomatoeslink: m/just_mercymovietitle: Just Mercy",productioncompany: Warner Bros. Pictures,genres: Drama,reviewtype: Rotten,topcritic: False,reviewcontent: It doesn't help that a market-friendly PG-13 rating constrains the movie so that it resembles a network TV production with the rough edges of real racism rounded off way too nicely.,NO
5418,"movieinfo: Brothers Kyle and Peter Reynolds were raised to believe that their dad died when they were young. They're shocked to discover that their mother lied about his death because she never knew who the biological father was. Setting out on an epic quest to find him, the two siblings soon learn more about their mom's past than they ever wanted to know.rottentomatoeslink: m/father_figures_2017movietitle: Father Figures",productioncompany: Warner Bros. Pictures,genres: Comedy,reviewtype: Rotten,topcritic: False,reviewcontent: Wow. This is what comic purgatory must look like.,NO
3570,"movieinfo: After graduating from Harvard, Bryan Stevenson heads to Alabama to defend those wrongly condemned or those not afforded proper representation. One of his first cases is that of Walter McMillian, who is sentenced to die in 1987 for the murder of an 18-year-old girl, despite evidence proving his innocence. In the years that follow, Stevenson encounters racism and legal and political maneuverings as he tirelessly fights for McMillian's life.rottentomatoeslink: m/just_mercymovietitle: Just Mercy",productioncompany: Warner Bros. Pictures,genres: Drama,reviewtype: Fresh,topcritic: False,reviewcontent: The work of director and co-writer Destin Daniel Cretton is simply fascinating and the story of Bryan Stevenson worth telling. [Full review in Spanish],NO
3296,"movieinfo: After 12 years of bucolic bliss, Mr. Fox (George Clooney) breaks a promise to his wife (Meryl Streep) and raids the farms of their human neighbors, Boggis, Bunce and Bean. Giving in to his animal instincts endangers not only his marriage but also the lives of his family and their animal friends. When the farmers force Mr. Fox and company deep underground, he has to resort to his natural craftiness to rise above the opposition.rottentomatoeslink: m/1197696-fantastic_mr_foxmovietitle: Fantastic Mr. Fox","genres: Action & Adventure, Animation, Comedy, Kids & Family",productioncompany: 20th Century Fox,reviewtype: Fresh,topcritic: False,reviewcontent: There is little or nothing here for young children and some may be frightened. All the better for us big kids who can appreciate wit and artisanship.,YES
1163,"movieinfo: ""While exploring a remote canyon in Utah, mountaineer and adventurer Aron Ralston (James Franco) becomes trapped when a boulder falls on his arm. Over the next five days, Ralston examines his life and considers his options, leading him to an agonizing choice: to amputate his arm so that he can extricate himself and try to make his way back to civilization or remain pinned to the canyon wall and likely die. Based on Ralston's book, """"Between a Rock and a Hard Place.""""""rottentomatoeslink: m/127_hoursmovietitle: 127 Hours",productioncompany: Fox Searchlight,genres: Drama,reviewtype: Fresh,topcritic: False,"reviewcontent: A estratgia visual tumultuada, embora torne a narrativa mais dinmica, eventualmente acaba tambm diluindo sua fora.",NO
8789,"movieinfo: In 480 B.C. a state of war exists between Persia, led by King Xerxes (Rodrigo Santoro), and Greece. At the Battle of Thermopylae, Leonidas (Gerard Butler), king of the Greek city state of Sparta, leads his badly outnumbered warriors against the massive Persian army. Though certain death awaits the Spartans, their sacrifice inspires all of Greece to unite against their common enemy.rottentomatoeslink: m/300movietitle: 300",productioncompany: Warner Bros. Pictures,reviewtype: Fresh,topcritic: False,"genres: Action & Adventure, Drama","reviewcontent: ...the movie suggests not only [Frank] Miller's graphic novel, but the equally compelling fantasy art of Frank Frazetta.",NO
8081,"movieinfo: In 1928 Los Angeles, single mother Christine Collins (Angelina Jolie) arrives home to find her son, Walter, gone. Five months later her prayers are answered when Walter is found in Illinois. But to Christine's horror, the boy who steps off the train is not her son. Authorities vehemently dispute Christine's claim, and her one ally is a clergyman (John Malkovich) who sees the case as his chance to expose corruption in the Los Angeles Police Department and government.rottentomatoeslink: m/1191742_changelingmovietitle: Changeling",productioncompany: Universal Pictures,"genres: Drama, Mystery & Suspense",reviewtype: Fresh,topcritic: False,"reviewcontent: It must be noted that the movie demands some degree of resolve from its audience, and it promises no simple resolutions in return. This will trouble some, yet one can't call its rigorously factual approach dishonest or cheaply manipulative.",NO
1282,"movieinfo: ""While exploring a remote canyon in Utah, mountaineer and adventurer Aron Ralston (James Franco) becomes trapped when a boulder falls on his arm. Over the next five days, Ralston examines his life and considers his options, leading him to an agonizing choice: to amputate his arm so that he can extricate himself and try to make his way back to civilization or remain pinned to the canyon wall and likely die. Based on Ralston's book, """"Between a Rock and a Hard Place.""""""rottentomatoeslink: m/127_hoursmovietitle: 127 Hours",productioncompany: Fox Searchlight,genres: Drama,reviewtype: Fresh,topcritic: False,"reviewcontent: Three years ago, the Onion A.V. Club ran a list of great films that are too painful to watch twice. That list has a new Number One.",NO
4511,"movieinfo: An Austrian teenager (Kirsten Dunst) marries the Dauphin (Jason Schwartzman) of France and becomes that country's queen following the death of King Louis XV (Judy Davis) in 1774. Years later, after a life of luxury and privilege, Marie Antoinette loses her head during the French Revolution.rottentomatoeslink: m/1158195-marie_antoinettemovietitle: Marie Antoinette",productioncompany: Sony Pictures,"genres: Documentary, Drama",reviewtype: Rotten,topcritic: False,"reviewcontent: If Sofia Coppola isn't the queen of slow, she's the princess of bore. Despite its sumptuous production design and cinematography, this is grotesquely superficial, slow, and boring.",NO
4121,"movieinfo: After the high-flying stoners (Kal Penn, John Cho) try to smuggle a bong aboard a flight to Amsterdam, the two find themselves in jail on charges of terrorism. After making an amazing escape, Harold and Kumar flee to Texas by way of Florida, where they hope to convince Harold's well-connected friend (Eric Winter) to help them out of their predicament. The problem is, Harold's pal is about to marry Kumar's ex-sweetie (Danneel Harris).rottentomatoeslink: m/harold_and_kumar_2movietitle: Harold & Kumar Escape from Guantanamo Bay",productioncompany: Warner Bros. Pictures,genres: Comedy,reviewtype: Rotten,topcritic: True,"reviewcontent: As is so often the case with sequels, this one feels like a retread, albeit on a bigger scale.",NO
